Total Months,Total Revenue,Average Revenue Change,Date of Max ChangeGreatest Increase in Revenue,Date of Min Change,Greatest Decrease in Revenue
86,38382578.0,-2315.1176470588234,12-Feb,1926159.0,13-Sep,-2196167.0
